postcode,longitude,latitude
EC1A 1AA,-0.11118269810930667,51.525135762000275
EC1A 1AH,-0.11204242212263323,51.52456508868304
EC1A 1AZ,-0.11208824223139507,51.5245028785011
EC1A 1BB,-0.11204242212263323,51.52456508868304
EC1A 1DN,-0.11204242212263323,51.52456508868304
EC1A 1DU,-0.11204242212263323,51.52456508868304
EC1A 1HQ,-0.09890555306249635,51.51635853629815
EC1A 1SS,-0.11204242212263323,51.52456508868304
EC1A 1TA,-0.11204242212263323,51.52456508868304
EC1A 1TB,-0.11204242212263323,51.52456508868304
EC1A 1TF,-0.11204242212263323,51.52456508868304
EC1A 1TG,-0.11204242212263323,51.52456508868304
EC1A 1TR,-0.11204242212263323,51.52456508868304
EC1A 1TU,-0.11204242212263323,51.52456508868304
EC1A 1TW,-0.11204242212263323,51.52456508868304
EC1A 1UD,-0.11204242212263323,51.52456508868304
EC1A 1UE,-0.11204242212263323,51.52456508868304
EC1A 1UF,-0.11204242212263323,51.52456508868304
EC1A 1UH,-0.11204242212263323,51.52456508868304
EC1A 1UW,-0.11204242212263323,51.52456508868304
EC1A 1UZ,-0.11204242212263323,51.52456508868304
EC1A 1WX,-0.11204242212263323,51.52456508868304
EC1A 1WZ,-0.11204242212263323,51.52456508868304
EC1A 1XE,-0.11204242212263323,51.52456508868304
EC1A 1XF,-0.11204242212263323,51.52456508868304
EC1A 1XG,-0.11204242212263323,51.52456508868304
EC1A 1XH,-0.11204242212263323,51.52456508868304
EC1A 1XN,-0.11204242212263323,51.52456508868304
EC1A 1XQ,-0.11204242212263323,51.52456508868304
EC1A 1XR,-0.11204242212263323,51.52456508868304
EC1A 1XS,-0.11204242212263323,51.52456508868304
EC1A 1XT,-0.11204242212263323,51.52456508868304
EC1A 1XU,-0.11204242212263323,51.52456508868304
EC1A 1XW,-0.11204242212263323,51.52456508868304
EC1A 1XY,-0.11204242212263323,51.52456508868304
EC1A 1XZ,-0.11204242212263323,51.52456508868304
EC1A 1YA,-0.11204242212263323,51.52456508868304
